,Rating,Artist,Album,Date,,,,,,,,
360,8,Jackie-O Motherfucker,Liberation,12/10/2001,,,,,,,,
361,7.4,Ovuca,Wasted Sunday,12/9/2001,,,,,,,,
362,5.5,Aveo,Bridge to Northern Lights,12/12/2001,,,,,,,,
363,5.2,Orbital,The Altogether,12/11/2001,,,,,,,,
364,7.5,Mazarin,A Tall Tale Storyline,12/11/2001,,,,,,,,
365,4.1,Roots Manuva,Run Come Save Me,12/11/2001,,,,,,,,
366,9,The Appleseed Cast,Low Level Owl Vol. I & II,12/11/2001,,,,,,,,
367,7.5,James William Hindle,James William Hindle,12/13/2001,,,,,,,,
368,5.5,Howe Gelb,Lull Some Piano,12/13/2001,,,,,,,,
369,8.2,Pulp,We Love Life,12/12/2001,,,,,,,,
370,8,Maceo Parker,Doing Their Own Thing,12/12/2001,,,,,,,,
371,6.5,Haymarket Riot,Bloodshot Eyes,12/12/2001,,,,,,,,
372,8.6,Minus the Bear,This Is What I Know About Being Gigantic EP,12/16/2001,,,,,,,,
373,5,Various Artists,Listen to What the Man Said: Popular Artists Pay Tribute to the Music of Paul McCartney,12/16/2001,,,,,,,,
374,8.8,Andrew Coleman,"Everything Was Beautiful, and Nothing Hurt",12/16/2001,,,,,,,,
375,9.3,P\xc3\xa4rson Sound,P\xc3\xa4rson Sound,12/13/2001,,,,,,,,
376,7.3,Scout Niblett,Sweet Heart Fever,12/13/2001,,,,,,,,
377,8,Radiohead,I Might Be Wrong: Live Recordings EP,12/17/2001,,,,,,,,
378,7.8,The Locust,Flight of the Wounded Locust EP,12/17/2001,,,,,,,,
379,7.7,Kroko,Furia,12/17/2001,,,,,,,,
380,6,Figurine,The Heartfelt,12/17/2001,,,,,,,,
381,6.5,The Moldy Peaches,Moldy Peaches,12/16/2001,,,,,,,,
382,6.5,Money Mark,Change Is Coming,12/19/2001,,,,,,,,
383,7.5,Nobukazu Takemura,Sign EP,12/18/2001,,,,,,,,
384,6,Scared of Chaka,Crossing with Switchblades,12/18/2001,,,,,,,,
385,8.2,Mushroom,Foxy Music,12/18/2001,,,,,,,,
386,8.9,Explosions in the Sky,"Those Who Tell the Truth Shall Die, Those Who Tell the Truth Shall Live Forever",12/18/2001,,,,,,,,
387,3.9,King Crimson,Happy with What You Have to Be Happy With,12/31/2001,,,,,,,,
388,7,Bevel,Where Leaves Block the Sun,12/31/2001,,,,,,,,
389,7.4,Anti-Pop Consortium,The Ends Against the Middle EP,12/20/2001,,,,,,,,
390,5.2,Zmrzlina,Katastrophe Vol. 3,12/19/2001,,,,,,,,
391,8.4,Jenny Toomey,Antidote,12/19/2001,,,,,,,,
392,8.1,Various Artists,Dean Quixote sdtk.,1/1/2002,,,,,,,,
393,7.1,Red Shirt Brigade,Home of the Cannon Saints,1/1/2002,,,,,,,,
394,2.9,La Makita Soma,Brighton Park,1/1/2002,,,,,,,,
395,5.6,Bullfrog,Bullfrog,1/1/2002,,,,,,,,
396,8.1,Oxbow,An Evil Heat,12/31/2001,,,,,,,,
397,7.5,Bobby Birdman,Let Me In,1/3/2002,,,,,,,,
398,7.1,Parker Paul,Wingfoot,1/2/2002,,,,,,,,
399,4.5,Lovage,Music to Make Love to Your Old Lady By,1/2/2002,,,,,,,,
400,7.5,Black-Eyed Snakes,It's the Black-Eyed Snakes,1/2/2002,,,,,,,,
401,4.8,Anasarca,Discography 1994-1997,1/2/2002,,,,,,,,
402,7.9,David Axelrod,David Axelrod,1/6/2002,,,,,,,,
403,4.8,Clairvoyants,Your New Boundaries,1/5/2002,,,,,,,,
404,8.1,Flanger,Outer Space/Inner Space,1/3/2002,,,,,,,,
405,4.1,Melochrome,Stay a Little Longer,1/3/2002,,,,,,,,
406,7.9,The Coup,Party Music,1/3/2002,,,,,,,,
407,8.2,Haywood,"We Are Amateurs, You and I",1/7/2002,,,,,,,,
408,7,4 Hero,Creating Patterns,1/7/2002,,,,,,,,
409,6.6,Dub Taylor,Detect,1/6/2002,,,,,,,,
410,8,Langley Schools Music Project,Innocence and Despair,1/6/2002,,,,,,,,
411,5,Cherubino,Bird,1/6/2002,,,,,,,,
412,2.9,The (International) Noise Conspiracy,The First Conspiracy,1/8/2002,,,,,,,,
413,8.5,Various Artists,Japanese Independent Music,1/8/2002,,,,,,,,
414,7.4,Grace Period,Dynasty,1/8/2002,,,,,,,,
415,6.2,Still,Nectar,1/7/2002,,,,,,,,
416,5.8,Various Artists,Give the People What We Want: Songs of the Kinks,1/7/2002,,,,,,,,
417,9,Redd Kross,Neurotica,1/9/2002,,,,,,,,
418,6.3,Reclinerland,Reclinerland,1/9/2002,,,,,,,,
419,7.5,Karp,Action Chemistry,1/9/2002,,,,,,,,
420,8.5,Hood,Cold House,1/9/2002,,,,,,,,
421,4,The Nerves,World of Gold,1/8/2002,,,,,,,,
422,7.3,OOIOO,Shock City Shockers 2,1/10/2002,,,,,,,,
423,7.2,Mouse on Mars,Agit Itter It It EP,1/10/2002,,,,,,,,
424,9,The Dukes of Stratosphear,Chips from the Chocolate Fireball,1/10/2002,,,,,,,,
425,5.2,Various Artists,Sincerely Yours,1/10/2002,,,,,,,,
426,8,Victory at Sea,Carousel,1/9/2002,,,,,,,,
427,5.7,Alsace Lorraine,Through Small Windows,1/14/2002,,,,,,,,
428,0.1,Push Kings,Feel No Fade,1/13/2002,,,,,,,,
429,5.5,Fin Fang Foom,"Texture, Structure and the Condition of Moods",1/13/2002,,,,,,,,
430,6.1,Jad Fair / Daniel Johnston,The Lucky Sperms: Somewhat Humorous,1/13/2002,,,,,,,,
431,7.6,Elders of Zion,Dawn Refuses to Rise,1/13/2002,,,,,,,,
432,7.5,Marmoset,Record in Red,1/15/2002,,,,,,,,
433,3.2,The Drag City Supersession,"Tramps, Traitors and Little Devils",1/15/2002,,,,,,,,
434,8.6,Posthuman,The Uncertainty of the Monkey,1/14/2002,,,,,,,,
435,8.3,Satoko Fujii Quartet,Vulcan,1/14/2002,,,,,,,,
436,7.6,Chessie,Overnight,1/14/2002,,,,,,,,
437,8,Jonathan Richman,Her Mystery Not of High Heels and Eye Shadow,1/16/2002,,,,,,,,
438,6.5,Lanterna,Elm Street,1/16/2002,,,,,,,,
439,7.8,The Charlatans UK,Wonderland,1/16/2002,,,,,,,,
440,3.3,Otto Von Schirach,Escalo Frio,1/15/2002,,,,,,,,
441,9,No-Neck Blues Band,Sticks and Stones May Break My Bones but Words Will Never Hurt Me,1/15/2002,,,,,,,,
442,8.2,Hayden,Skyscraper National Park,1/17/2002,,,,,,,,
443,6.8,Future Pilot AKA,"Tiny Waves, Mighty Sea",1/17/2002,,,,,,,,
444,9.5,Morton Feldman / Ives Ensemble,String Quartet II,1/17/2002,,,,,,,,
445,7.4,Sarah Dougher,The Bluff,1/17/2002,,,,,,,,
446,5.7,Sorry About Dresden,The Convenience of Indecision,1/16/2002,,,,,,,,
447,8.7,Aesop Rock,Labor Days,1/22/2002,,,,,,,,
448,9,The dB's,Stands for Decibels/Repercussion,1/21/2002,,,,,,,,
449,5.7,Starsailor,Love Is Here,1/21/2002,,,,,,,,
450,7.1,Detachment Kit,They Raging. Quiet Army,1/21/2002,,,,,,,,
451,6.5,Carpet Musics,Weekday,1/21/2002,,,,,,,,
452,8.4,Various Artists,All Tomorrow's Parties v1.1,1/23/2002,,,,,,,,
453,7.3,The Bevis Frond,Triptych,1/23/2002,,,,,,,,
454,4,Rilo Kiley,Take Offs and Landings,1/22/2002,,,,,,,,
455,7,Cylob,Mood Bells,1/22/2002,,,,,,,,
456,8.3,Black Cat Music,"Hands in the Estuary, Torso in the Lake",1/22/2002,,,,,,,,
457,7,Slumber Party,Psychedelicate,1/24/2002,,,,,,,,
458,9.5,Various Artists,The Funky 16 Corners,1/24/2002,,,,,,,,
459,4.9,Charity Empressa,Charity Empressa,1/24/2002,,,,,,,,
460,3.8,S\xc3\xa9bastien Tellier,L'Incroyable V\xc3\xa9rit\xc3\xa9,1/23/2002,,,,,,,,
461,6.5,Various Artists,Songs for Cassavettes sdtk,1/23/2002,,,,,,,,
462,8.1,Seaworthy,The Ride,1/27/2002,,,,,,,,
463,9,Jim O'Rourke,"I'm Happy, and I'm Singing, and a 1, 2, 3, 4",1/27/2002,,,,,,,,
464,5,k.,New Problems,1/27/2002,,,,,,,,
465,8.6,Pierre Bastien,Mecanoid,1/27/2002,,,,,,,,
466,2.6,Ulver,Perdition City,1/24/2002,,,,,,,,
467,7.5,The Frames,For the Birds,1/29/2002,,,,,,,,
468,7.5,Various Artists,The Royal Tenenbaums OST,1/29/2002,,,,,,,,
469,8.1,Gillian Welch,Time (The Revelator),1/28/2002,,,,,,,,
470,5.3,Hasidic New Wave and Yakar Rhythms,From the Belly of Abraham,1/28/2002,,,,,,,,
471,4.5,Flickerstick,Welcoming Home the Astronauts,1/28/2002,,,,,,,,
472,6.4,Eric's Trip,The Eric's Trip Show,1/30/2002,,,,,,,,
473,6.2,The Chemical Brothers,Come with Us,1/30/2002,,,,,,,,
474,6,New Wet Kojak,No. 4 EP,1/29/2002,,,,,,,,
475,5,Mates of State,Our Constant Concern,1/29/2002,,,,,,,,
476,8,Goodheart Allen Powell Trio,"I Can Climb a Tree, I Can Tie a Knot, I Can Have a Conversation",1/29/2002,,,,,,,,
477,7.8,Surface of Eceon,The King Beneath the Mountain,1/31/2002,,,,,,,,
478,6.4,Electrelane,Rock It to the Moon,1/31/2002,,,,,,,,
479,7.8,Cornelius,Point,1/31/2002,,,,,,,,
480,7.2,Little Grizzly,I'd Be Lying If I Said I Wasn't Scared,1/30/2002,,,,,,,,
481,8.5,Gaji,Ten to Ten Past Ten,1/30/2002,,,,,,,,
482,7,The Real Tuesday Weld,Where Psyche Meets Cupid,2/3/2002,,,,,,,,
483,8,Orange Alabaster Mushroom,Space and Time: A Compendium of...,2/3/2002,,,,,,,,
484,6.2,Beth Hirsch,Titles and Idols,2/3/2002,,,,,,,,
485,6,Cut Chemist / DJ Shadow,Product Placement,2/3/2002,,,,,,,,
486,7.2,"Up, Bustle and Out","Master Sessions, Vol. 2",1/31/2002,,,,,,,,
487,7.4,Elbow,Asleep in the Back,2/5/2002,,,,,,,,
488,7.5,Single Unit,Family of Forces,2/4/2002,,,,,,,,
489,8.6,Phil Ochs,The Best of Phil Ochs: 20th Century Masters,2/4/2002,,,,,,,,
490,7.3,Stephin Merritt,Eban and Charley,2/4/2002,,,,,,,,
491,5.5,DJ Zeph,DJ Zeph,2/4/2002,,,,,,,,
492,3,Hey Mercedes,Everynight Fire Works,2/6/2002,,,,,,,,
493,7.5,Ken Stringfellow,Touched,2/6/2002,,,,,,,,
494,7.7,Vibracathedral Orchestra,Dabbling with Gravity and Who You Are,2/5/2002,,,,,,,,
495,6.7,Sofa Surfers,Encounters,2/5/2002,,,,,,,,
496,7.5,Negativland,"Over the Edge, Vol. 4: Dick Vaughn's Moribund Music of the 70s",2/5/2002,,,,,,,,
497,6.7,Miighty Flashlight,Miighty Flashlight,2/7/2002,,,,,,,,
498,4.2,Hefner,Dead Media,2/7/2002,,,,,,,,
499,8.9,Boxhead Ensemble,Two Brothers,2/7/2002,,,,,,,,
500,8.3,Sunroof!,Bliss,2/6/2002,,,,,,,,
501,9.2,The Notwist,Neon Golden,2/6/2002,,,,,,,,
502,7.7,Matthew Shipp,Nu Bop,2/10/2002,,,,,,,,
503,7.2,Owen,Owen,2/10/2002,,,,,,,,
504,7.9,Eyedea & Abilities,First Born,2/10/2002,,,,,,,,
505,3,Rollins Band,Nice,2/10/2002,,,,,,,,
506,7.9,The Sunshine Fix,Age of the Sun,2/7/2002,,,,,,,,
507,8.5,Syd Barrett,Wouldn't You Miss Me: The Best of...,2/12/2002,,,,,,,,
508,2.7,Vermont,Calling Albany,2/11/2002,,,,,,,,
509,5.9,Trembling Blue Stars,Alive to Every Smile,2/11/2002,,,,,,,,
510,8.3,Susie Ibarra Trio,Songbird Suite,2/11/2002,,,,,,,,
511,7.6,Various Artists,Electric Ladyland: Clickhop Version 1.0,2/11/2002,,,,,,,,
512,6.5,Various Artists,Night Owls 01,2/13/2002,,,,,,,,
513,6.3,Pele,Enemies,2/12/2002,,,,,,,,
514,5.9,Fruit Bats,Echolocation,2/12/2002,,,,,,,,
515,6.6,Freestyle Fellowship,Temptations,2/12/2002,,,,,,,,
516,6,Date Course Pentagon Royal Garden,Report from Iron Mountain,2/12/2002,,,,,,,,
517,8.3,Fog,Fog,2/14/2002,,,,,,,,
518,9.3,Various Artists,In the Beginning There Was Rhythm,2/14/2002,,,,,,,,
519,8,Princess Superstar,Princess Superstar Is,2/13/2002,,,,,,,,
520,8.2,Mirah,Cold Cold Water EP,2/13/2002,,,,,,,,
521,1.8,Matt Pond PA,The Green Fury,2/13/2002,,,,,,,,
522,9,This Heat,Deceit,2/18/2002,,,,,,,,
523,5.4,Cracker,Forever,2/18/2002,,,,,,,,
524,7.8,Amy Annelle,A School of Secret Dangers,2/18/2002,,,,,,,,
525,6.1,The Polyphonic Spree,The Beginning Stages of...,2/14/2002,,,,,,,,
526,7.5,Mike Ladd,Vernacular Homocide EP,2/14/2002,,,,,,,,
527,7.5,Tadpoles,Use with Headphones Late at Night: Best of 1990-2000,2/19/2002,,,,,,,,
528,7,Deadbeat,Primordia,2/19/2002,,,,,,,,
529,7.3,Champagne Kiss,Dancing in the Pockets of Thieves,2/19/2002,,,,,,,,
530,9.4,Aphex Twin,Selected Ambient Works 85-92,2/19/2002,,,,,,,,
531,3.7,Various Artists,I Am Sam OST,2/19/2002,,,,,,,,
532,7.5,Art Ensemble of Chicago,A Jackson in Your House/Message to Our Folks,2/21/2002,,,,,,,,
533,7.6,The Zincs,Moth and Marriage,2/20/2002,,,,,,,,
534,6.9,South,From Here On In,2/20/2002,,,,,,,,
535,6.4,Erik Sanko,"Past Imperfect, Present Tense",2/20/2002,,,,,,,,
536,7.9,The Divine Comedy,Regeneration,2/20/2002,,,,,,,,
537,7.8,Various Artists,Native Lab,2/24/2002,,,,,,,,
538,8.8,Amon D\xc3\xbc\xc3\xbcl II,Tanz der Lemminge,2/24/2002,,,,,,,,
539,5.6,Witch Hazel Sound,"This World, Then the Fireworks",2/21/2002,,,,,,,,
540,7.9,James Hardway,Straight from the Fridge,2/21/2002,,,,,,,,
541,8.6,Boards of Canada,Geogaddi,2/21/2002,,,,,,,,
542,6.3,Kings of Convenience,Versus,2/25/2002,,,,,,,,
543,7.2,Clinic,Walking with Thee,2/25/2002,,,,,,,,
544,8.9,Tim Berne / Herb Robertson / Copenhagen Art Ensemble / Marc Ducret,"Open, Coma",2/25/2002,,,,,,,,
545,7.3,Twin Atlas,Kitchen U.S.A.,2/24/2002,,,,,,,,
546,7.8,De La Soul,AOI:Bionix,2/24/2002,,,,,,,,
547,9.4,Shalabi Effect,The Trial of St-Orange,2/26/2002,,,,,,,,
548,7.4,Rocket from the Tombs,The Day the Earth Met Rocket from the Tombs,2/26/2002,,,,,,,,
549,7.8,90 Day Men,To Everybody,2/26/2002,,,,,,,,
550,7.3,Labtekwon,Song of the Sovereign,2/26/2002,,,,,,,,
551,2.7,Red Monkey,"Gunpowder, Treason and Plot",2/25/2002,,,,,,,,
552,7.5,AM/FM,Getting into Sinking,2/28/2002,,,,,,,,
553,8,KK Null,Peak of Nothingness,2/27/2002,,,,,,,,
554,8.2,Mad Capsule Markets,OSC-DIS (Oscillator in Distortion),2/27/2002,,,,,,,,
555,3.5,The (International) Noise Conspiracy,"A New Morning, Changing Weather",2/27/2002,,,,,,,,
556,6.9,Death Cab for Cutie,The Stability EP,2/27/2002,,,,,,,,
557,3.3,Emerald Down,Scream the Sound,3/3/2002,,,,,,,,
558,8.9,Circle,Andexelt,3/3/2002,,,,,,,,
559,8.2,Rovo,Sai,2/28/2002,,,,,,,,
560,5,Various Artists,If I Was Prince,2/28/2002,,,,,,,,
561,10,...And You Will Know Us by the Trail of Dead,Source Tags and Codes,2/28/2002,,,,,,,,
562,6.7,Ides of Space,There Are No New Clouds,3/4/2002,,,,,,,,
563,8,Warren Ellis,3 Pieces for Violin EP,3/4/2002,,,,,,,,
564,6.3,Barcelona,TransHuman Revolution,3/4/2002,,,,,,,,
565,7.4,Racebannon,In the Grips of the Light,3/3/2002,,,,,,,,
566,5.8,Lambchop,Is a Woman,3/3/2002,,,,,,,,
567,7.5,Pedro the Lion,The Only Reason I Feel Secure EP,3/6/2002,,,,,,,,
568,7.6,Luke Vibert,Nuggets: Luke Vibert's Selection,3/5/2002,,,,,,,,
569,8.7,Galerie Stratique,Nothing Down-to-Earth,3/5/2002,,,,,,,,
570,5.1,Bad Religion,The Process of Belief,3/5/2002,,,,,,,,
571,8.5,Sunn O))),Flight of the Behemoth,3/4/2002,,,,,,,,
572,7,Eardrum,Side Effects,3/7/2002,,,,,,,,
573,7.8,Mira Calix,Prickle EP,3/7/2002,,,,,,,,
574,5,Slackjaw,Darkest Hour,3/6/2002,,,,,,,,
575,7.5,The Mendoza Line,Lost in Revelry,3/6/2002,,,,,,,,
576,9.7,Mekons,Fear and Whiskey,3/6/2002,,,,,,,,
577,7.4,Minotaur Shock,Chiff-Chaffs and Willow Warblers,3/11/2002,,,,,,,,
578,8.4,Koenji-Hyakkei,NIVRAYM,3/11/2002,,,,,,,,
579,4.3,Go Back Snowball - Robert Pollard and Mac McCaughan,Calling Zero,3/11/2002,,,,,,,,
580,6.8,Vitesse,"What Cannot Be, But Is",3/7/2002,,,,,,,,
581,8.2,Six Organs of Admittance,Dark Noontide,3/7/2002,,,,,,,,
582,8.4,Songs,Ohia: Didn't It Rain,3/12/2002,,,,,,,,
583,1.9,Nate Denver's Neck,Prepare to Die,3/12/2002,,,,,,,,
584,7.8,Various Artists,Definitive Jux Presents II,3/12/2002,,,,,,,,
585,5.8,The Brian Jonestown Massacre,"Bravery, Repetition and Noise",3/12/2002,,,,,,,,
586,5.6,Waking Eyes,Combing the Clouds,3/11/2002,,,,,,,,
587,4.5,All Girl Summer Fun Band,All Girl Summer Fun Band,3/14/2002,,,,,,,,
588,8.4,Req,Sketchbook,3/13/2002,,,,,,,,
589,4.1,Leels,Leels,3/13/2002,,,,,,,,
590,8,David Kilgour,A Feather in the Engine,3/13/2002,,,,,,,,
591,7,Global Goon,Vatican Nitez,3/13/2002,,,,,,,,
592,8.6,J-Zone,Pimps Don't Pay Taxes,3/17/2002,,,,,,,,
593,4,Dan the Automator,Wanna Buy a Monkey?,3/17/2002,,,,,,,,
594,5.4,Saso,Big Group Hug,3/14/2002,,,,,,,,
595,8.7,Matthew Herbert,Around the House,3/14/2002,,,,,,,,
596,7.3,Giant Sand,Cover Magazine,3/14/2002,,,,,,,,
597,8.1,Polygon Window,Surfing on Sine Waves,3/18/2002,,,,,,,,
598,6.5,Neil Halstead,Sleeping on Roads,3/18/2002,,,,,,,,
599,7.5,Chicago Underground Duo,Axis and Alignment,3/18/2002,,,,,,,,
600,7,Joe Pernice,Big Tobacco,3/17/2002,,,,,,,,
601,8.7,Eugene McDaniels,Headless Heroes of the Apocalypse,3/17/2002,,,,,,,,
602,8.5,Soilwork,Natural Born Chaos,3/19/2002,,,,,,,,
603,6.4,Josh Rouse,Under Cold Blue Stars,3/19/2002,,,,,,,,
604,2.8,Reuben's Accomplice,I Blame the Scenery,3/19/2002,,,,,,,,
605,8.9,Ellery Eskelin,12 (+1) Imaginary Views,3/19/2002,,,,,,,,
606,7.2,Early Day Miners / Unwed Sailor,Stateless,3/19/2002,,,,,,,,
607,2.6,Atari Star,"And Other Smaller, Brighter Worlds",3/21/2002,,,,,,,,
608,7.1,Damien Jurado,I Break Chairs,3/20/2002,,,,,,,,
609,8.3,Fred Frith,Freedom in Fragments,3/20/2002,,,,,,,,
610,6.2,The Capitol Years,Meet Yr Acres,3/20/2002,,,,,,,,
611,2.8,Airport 5,Life Starts Here,3/20/2002,,,,,,,,
612,7.9,Circulatory System,Inside Views,3/24/2002,,,,,,,,
613,6.8,Brando,Single Crown Postcard,3/24/2002,,,,,,,,
614,7.5,Soul-Junk,1942 EP,3/21/2002,,,,,,,,
615,8,Henry Cow,Western Culture,3/21/2002,,,,,,,,
616,8.9,Various Artists,Now Thing,3/21/2002,,,,,,,,
617,6,N.E.R.D.,In Search of...,3/25/2002,,,,,,,,
618,7.3,The Long Winters,The Worst You Can Do Is Harm,3/25/2002,,,,,,,,
619,9.4,Ornette Coleman,This Is Our Music,3/25/2002,,,,,,,,
620,7.2,Marmoset,Mishawaka EP,3/24/2002,,,,,,,,
621,7.9,Larsen,Rever,3/24/2002,,,,,,,,
622,6.5,Yagya,Rhythm of Snow,3/26/2002,,,,,,,,
623,7.5,Wu-Tang Clan,Iron Flag,3/26/2002,,,,,,,,
624,7.3,Rosie Thomas,When We Were Small,3/26/2002,,,,,,,,
625,7.9,Echo and the Bunnymen,Live in Liverpool,3/26/2002,,,,,,,,
626,5,Yuji Oniki,Tvi,3/25/2002,,,,,,,,
627,5.2,Brothomstates,Claro,3/28/2002,,,,,,,,
628,6.3,Two Lone Swordsmen,Further Reminders,3/27/2002,,,,,,,,
629,5,Jad Fair / Teenage Fanclub,Words of Wisdom and Hope,3/27/2002,,,,,,,,
630,6.9,Tanya Donelly,Beautysleep,3/27/2002,,,,,,,,
631,7.6,Julie Doiron,Heart and Crime,3/27/2002,,,,,,,,
632,7.6,Kylie Minogue,Fever,3/31/2002,,,,,,,,
633,7,Jars of Clay,The Eleventh Hour,3/31/2002,,,,,,,,
634,3.9,Edison Woods,Edison Woods,3/28/2002,,,,,,,,
635,7.9,Greg Davis,Arbor,3/28/2002,,,,,,,,
636,8.2,Codec Scovill,Clinical Imperfections,3/28/2002,,,,,,,,
637,7.2,Okkervil River,Don't Fall in Love with Everyone You See,4/1/2002,,,,,,,,
638,3.1,The Get Up Kids,Eudora,4/1/2002,,,,,,,,
639,8.4,Califone,Deceleration One,4/1/2002,,,,,,,,
640,4.4,Rancid / NOFX,"BYO Split Series, Vol. III",3/31/2002,,,,,,,,
641,8.4,Alanis Morissette,Under Rug Swept,3/31/2002,,,,,,,,
642,6.3,Christian Kleine,Valis,4/2/2002,,,,,,,,
643,7.4,Brendan Benson,Lapalco,4/2/2002,,,,,,,,
644,6.1,Aspera,Birds Fly EP,4/2/2002,,,,,,,,
645,8.5,My Morning Jacket / Songs,Ohia: Split EP,4/2/2002,,,,,,,,
646,6.2,Son Ambulance,Euphemystic,4/1/2002,,,,,,,,
647,8.1,Do Make Say Think,& Yet & Yet,4/4/2002,,,,,,,,
648,9,XTC,Coat of Many Cupboards,4/3/2002,,,,,,,,
649,6.4,Sam Shalabi,On Hashish,4/3/2002,,,,,,,,
650,8.2,Fat Jon the Ample Soul Physician,Wave Motion,4/3/2002,,,,,,,,
651,4.6,Desaparecidos,Read Music - Speak Spanish,4/3/2002,,,,,,,,
652,6,Elton Dean & Mark Hewins,Bar Torque,4/7/2002,,,,,,,,
653,7.5,Clem Snide,Moment in the Sun EP,4/7/2002,,,,,,,,
654,7.9,Geoff Soule,A Wild Man Brandishing an Uprooted Tree,4/4/2002,,,,,,,,
655,5.2,Neil Michael Hagerty,Plays That Good Old Rock and Roll,4/4/2002,,,,,,,,
656,7.4,Nicolai Dunger,Soul Rush,4/4/2002,,,,,,,,
657,7.8,Ocelot,The Quiet Storm,4/8/2002,,,,,,,,
658,8.3,Mirah,Advisory Committee,4/8/2002,,,,,,,,
659,6.2,Arthurs,Walking in the Sunlight,4/8/2002,,,,,,,,
660,8.7,The Walkmen,Everyone Who Pretended to Like Me Is Gone,4/7/2002,,,,,,,,
661,6.2,Nurse With Wound & Current 93,Bright Yellow Moon,4/7/2002,,,,,,,,
662,8.5,Califone,Sometimes Good Weather Follows Bad People,4/10/2002,,,,,,,,
663,8,Monorail,Essex,4/9/2002,,,,,,,,
664,7.8,Markant,Vice Versa,4/9/2002,,,,,,,,
665,4.2,Felix Da Housecat,Kittenz and Thee Glitz,4/9/2002,,,,,,,,
666,6.8,Cerberus Shoal,Mr. Boy Dog,4/9/2002,,,,,,,,
667,8.2,Albert Marcoeur,Albert Marcoeur,4/14/2002,,,,,,,,
668,7.6,Loess,Loess,4/14/2002,,,,,,,,
669,7.8,Otomo Yoshihide,Anode,4/10/2002,,,,,,,,
670,7.9,Thuja,Ghost Plants,4/10/2002,,,,,,,,
671,7.3,Various Artists,Disco Nouveau,4/10/2002,,,,,,,,
672,5.3,Zero 7,Simple Things,4/15/2002,,,,,,,,
673,7.5,Don Lennon,Downtown,4/15/2002,,,,,,,,
674,7.6,Various Artists,Meteosound,4/15/2002,,,,,,,,
675,3.2,The Promise Ring,Wood/Water,4/14/2002,,,,,,,,
676,6,The Pogues,Streams of Whiskey,4/14/2002,,,,,,,,
677,2.5,The Jon Spencer Blues Explosion,Plastic Fang,4/17/2002,,,,,,,,
678,7.8,Uncle Tupelo,89/93: An Anthology,4/16/2002,,,,,,,,
679,7,Rip-Off Artist,Pump,4/16/2002,,,,,,,,
680,7.5,The Mooney Suzuki,Electric Sweat,4/16/2002,,,,,,,,
681,7.1,Marianne Faithfull,Kissin Time,4/16/2002,,,,,,,,
682,8.3,Markus Guentner,In Moll,4/18/2002,,,,,,,,
683,7.9,Convocation Of\xc3\x89,Pyramid Technology,4/18/2002,,,,,,,,
684,7,Zealous Fuel,The Unknown Label,4/17/2002,,,,,,,,
685,4.2,Earl Zinger,Put Your Phazers On Stun Throw Your Health Food Skyward,4/17/2002,,,,,,,,
686,2.3,Skiptrace,Skiptrace EP,4/17/2002,,,,,,,,
687,6.8,VHS or Beta,Le Funk,4/21/2002,,,,,,,,
688,7.1,The No-No's,Let Your Shadow Out,4/21/2002,,,,,,,,
689,2.7,Kind of Like Spitting,Kind of Like Spitting,4/21/2002,,,,,,,,
690,7.2,Pedro the Lion,Control,4/18/2002,,,,,,,,
691,8.5,J-Live,All of the Above,4/18/2002,,,,,,,,
692,8.4,Capitol K,Island Row,4/23/2002,,,,,,,,
693,3.8,Iggy and the Stooges,Wild Love: The Detroit Rehearsals and More,4/23/2002,,,,,,,,
694,7.3,My Morning Jacket,Chocolate and Ice EP,4/22/2002,,,,,,,,
695,7.8,Luna,Romantica,4/22/2002,,,,,,,,
696,10,Wilco,Yankee Hotel Foxtrot,4/21/2002,,,,,,,,
697,7.9,Bambi Molesters,Sonic Bullets: 13 from the Hip,4/24/2002,,,,,,,,
698,2.7,Meat Puppets,Live,4/24/2002,,,,,,,,
699,7.2,Taa-Pet,TaaPetSounds,4/23/2002,,,,,,,,
700,6.1,Radio 4,Gotham!,4/23/2002,,,,,,,,
701,8.5,The Mountain Goats,Protein Source of the Future... Now!,4/23/2002,,,,,,,,
702,7.2,Herschell Gordon Lewis,The Eye Popping Sounds of...,4/25/2002,,,,,,,,
703,6.4,Various Artists,Nanoloop 1.0,4/25/2002,,,,,,,,
704,3.3,New End Original,Thriller,4/25/2002,,,,,,,,
705,7.5,Original Instrument,Original Instrument,4/24/2002,,,,,,,,
706,7.4,The Hives,Veni Vidi Vicious,4/24/2002,,,,,,,,
707,4.2,Playgroup,Playgroup,4/28/2002,,,,,,,,
708,6.1,Limp,Orion,4/28/2002,,,,,,,,
709,6.6,Various Artists,"The Amos House Collection, Vol. 2",4/28/2002,,,,,,,,
710,6.6,French Kicks,One Time Bells,4/26/2002,,,,,,,,
711,6.7,Tom Z\xc3\xa9,Postmodern Platos EP,4/25/2002,,,,,,,,
712,7.5,Posthuman,Posthuman EP,4/29/2002,,,,,,,,
713,8.2,The Mountain Goats,All Hail West Texas,4/29/2002,,,,,,,,
714,7.8,Fila Brazillia,Jump Leeds,4/29/2002,,,,,,,,
715,6.6,Cex,"Oops, I Did It Again",4/29/2002,,,,,,,,
716,7.4,Saloon,(This Is) What We Call Progress,4/28/2002,,,,,,,,
